,TOTAL_SALES,code
82,648,7221114910143384022545400134472253448502360748231351419191443214
83,4697,7476223316110425512265764873496623446003211205043811418674612296
84,19712,9727561751023653423191525567222308644536646282645340577195369526
85,4745,5141724880646551591142685638813042369625646160410966068445673033
86,873,5231466246487526235444577558663342423695727178576354722485466643
87,2029,0046626104635426323257324120707842760480542648295344314773080482
88,28810,9113210295075212414630657163142617071491421476463136144793520427
89,2,5054869430622725134463163544254045472237666618322023582305710953
90,7658,8663739262134844134446334904407582701346421255771565159244612065
91,334,0427852030323052065204132362290692685514005466832844570313243754
92,1,4945825520674956461866813754283338543963611118071637256604360074
93,49908,3839114433526552552580740680516456620548954666675535126521826675
94,598,3533091338706173257126139294580162781421734620849103243180186363
95,1152,7446526556091311644200985263042035648266152117293836803681109248
96,4865,3118451257246054548466618651228542368331247462665396217058866482
97,26275,1424624538805623482184865326000699852676411259921605583150778102
98,1,4819358511411529764126225321163747062565525117144400347121405111
99,1,7514483465815611435751581426220294524535412183641148983553813579
100,8,3563838963365523442514509263210531963446260963276054558605251867
101,127,6332011535645615241116367544242676229946326195811498739634361966
102,1313,2356281557661223201741423655341836382302270335420647428382216616
103,1,2148281441871208270474254397120363541229168523523191245697911824
104,35,1437356224226206894135111331284456406326246605213387445893174855
105,256,9419365241945525615625258496727258336328540235344363365312780917
106,4994,2513796093510671641790043481611427236428191175279115803209333287
107,2326,5242452284134420792257935166686827563204295973042954516840550411
108,134,7523342115035152652132162254240338338123993365688349682431226345
109,6,4508097655362301823444250236498962196446175328601712297882113452
110,1890,3496746413413333135056164005561226222319264559541497140262804324
111,197,3279745104133165647872268394015656983501612808524141134529357677
112,3,1046955436981854035218264937550666531998407062263705567510622117
113,3939,7741532762722551451578337172682183945188373125381536031514647569
114,587,5961303944161623620693249533249134461216921493603472281156012245
115,2,8426061744530863366663754154115651280740526964654517645761462255
116,1365,7175984296233431403035736830904189266675058404246482016191152212
117,171,8431532542954739151085372865415112012124746216753222612325576746
118,648,3548469432654525496206581327963736656905542291066645156915642381
119,8904,5658648614318612546223180475540205271126578257544452451123355700
120,11456,4445217823752211341059346515041272624117637596466083351552650808
121,35565,0752607818687154863020541494469276626115622503924018445114653692
122,4936,6473775102140213543879424105752236242331185516620668985761975610
123,196,7574328220742412095612337242897762581474173244369516138116394696
124,152,4668648670423218363593454112412101831223536337416196968506392014
125,1,1549323331692240631652294440536922525337182663764723173117335439
126,1,9113810540801219625391475668220052527483553625323483045311153581
127,1,3715505054734578139226426058145833435175914803902519555024261509
128,36,4522335055139649666474221358101546363121102502484290642657951517
129,19385,3584698540132656415246536257858069425622520266196025432889651064
130,526,6329894854112532931391439336451334718660201811615079447830566210
131,7440,5666291698642434647616279161755324326196870400255461285441634165
132,3443,6588243554402115524143352139592413216636832477545956169241151402
133,847,8237671869778051456704114392418907932982026370447257059707788442
134,79,9205521421002152575607385646771716625246210718653265054621591546
135,62,1066621542695665664829292330474118617698217435064986627948312556
136,2,0116163612767210514831359867421518922141484153053351411580166111
137,18796,8234336208498042462936687315116628431377328169140461313684265361
138,388,7365470754010468168715652470529853249618332259046692966521793227
139,144,2946341946519463431423411197244940693516766425292436539534876741
140,174,5045359242563739866341220564701500434848138643145226503364263163
141,1,6462034159678754606347068185985459656560612744536383443917123417
142,37,2551580234937566587956194672192109635667066335244153747434661317
143,94,3602616640233352579594912156903566967411618447114310221452214614
144,4606,4616295335512153251151224510542714244236156661982252755596153147
145,72,0666011332227548250265495467491101245964174483136620012663012210
146,254,6260452828024131994974562673166867597821423156311170428021230725
147,10349,8532916830942746403512220806567762315626651170863636861346839634
148,2106,5002571361915361354236950474334798757509369433963342137554543463
149,17000,6630536020438434115522527349502227115824316565012417601353602493
150,34,9615637348821899562459232346273642163820156113366267013579504856
151,174,2712041394871716200521123115315553166646563265246508483245802926
152,2014,5762950012847545272034535352366029113536650571086631363640312461
153,3225,9529616826027896114234042355553948033622120092651616528351321114
154,6431,7113721161016857972231336589545154609495515500673216271215562878
155,532,0344637166616113189726522416892230054303457505680513212383673626
156,2,5750123931291127276224913874511182272652754663124564247593414850
157,5,8386752212221965907451705412366584854327636892421072723180431362
158,545,5363293281072154851313296742563966359358244234082552832552389616
159,16123,5819021631497530780454341816348054285766241416617163183303433421
160,1338,5476186421664515523656028770609728345925551554172362444421331256
161,9887,9731550666310265925433035635297510311433422620452123601891442602
162,6942,4053511343275617846287332352648231024255172316361000084203813123
163,13067,1006258335423781279129174492735466081982075626364555470714023211
164,19278,2853248353151462261731603877615443203454501255131567663559868280
165,121,2515231322321924225469261681830565076844463838513876626462105794
166,2164,4480442552469631217877305431313432066453654729254147350333252314
167,2,3456713380664265276449114859481532305516242564414678320364664324
168,698,4505141566504850495739624253246019631725345561911273496495178028
169,3,6336687224953784656384640611541822655410299208554395055755161223
170,1,4369834561632082829163926647313323597931336421419361562300022534
171,13901,3789115835669211255540431583620643842824029759221353427429410513
172,428,1363492265224513317238463263549356217366409273290236794153452726
173,2060,1415415613561231764385516961845556435486842463655440645445668500
174,6,4016352652566547131463464216296856207109144867327824648437964271
175,6547,6315081119215236134254422531535398022543401853423826524314943332
176,58,5961191869674382646169245945031198660322663217331245732944448221
177,3,2810649325203622532121267523243867124364584291390428101461220287
178,1,0216712103621022077765513293553851277416014454424411121225912143
179,1720,9271296542216112122318450153381329124030584693919793566807520544
180,1035,9157124424110806628731780042368183205645401865834661503901671267
181,60,5595589118246545131424793844215227456061765540664672121615333104
182,436,2723158344266251455092621644134663283183668158751935563164591696
183,30430,3317806761443255944519722770917374595482491872556216366372230132
184,4,8552312561316542201351134345922072832086151685751257157982449452
185,233,2862460187917861306606227592353132080151278947351445603914162529
186,1485,5345866462278158147315734371545908123335852552592915353825052815
187,2,2915650685614033352616801816404342672451216391336762444242285819
188,46,1192250548497012178142211424568211153423924676455539534024466314
189,2,4568681136231284204106561322463824153563225555993674204406761544
190,4,6443125621452649053352172359733236604761188404111588344533692525
191,5,6265577915676141454715131532365050156443286312325541776607656771
192,32,3359243445232634995131685912993328719436172831948297125558623435
193,2,1481808333634145961566582215667467414974615221492071291361294291
194,2,1854534379967286112820573255326432993932646656905198928566353648
195,163,1657605423125353659644024414336132116525225962326151145566822454
196,3,5105225657413392552101167382095701986221045817085640504078584165
197,1,2855651236929525091246651561232052435764269917118047171363521945
198,2,6262533251677512771131611644700131056573613420676920553224165204
199,40,5225258745638055726015657716761333511558349495553471365374433466
200,3123,4258115125716478789753854143233124051333511649625516562192321423
201,7396,8310671054164184334956214359156628712628612567338218656544163317
202,13611,3145371746835423193464369639196143632728806414590419447153547316
203,1588,7864923215762320810382065591632261616344221634173681459568757463
204,21,1259875362946121461404542306663658361526111613093223827122233919
205,14093,8198356119586233565927606163028033685702446362441656265527760106
206,478,7440462108552665442251824309636919541954641594568031144117180145
207,2,2663378414293766576523427181448575575643852920751446687360725607
208,36,1308765777103448072364662651795605314663028316125059359444326297
209,12732,9213504013008121629946575562194350625166569419864464651675103824
210,642,6544050555595502693112428312692183663202192631224484214275842861
211,1816,6726427642547344631136029838272928044475812224153776538271615426
212,2,4145623662341601531711937663120238735941454534513298942881866151
213,11,3337337412561765492294152463726149514293539662047904629363199148
214,8591,6531146053611320512818187667653614135045599578160966496424221425
215,1358,1275924132864896636536375166295766152671670527251895943975748822
216,1519,6235612153634417617631742475724137513286014304663441632524423164
217,2,1128262222867371583481229162515838186174894393502465194250481661
218,783,6449911640342591098811623736551639212646334306825821016701421460
219,667,9207136579932541726645939346721401731509991174751190634426235228
220,7,4011664156514878352385994075937470347346426560459710345252037634
221,14,5657845969613226365516096883092115726457653487201140433044715172
222,226,2128549281864214615542955233948688432389446558712346853223543161
223,9962,2355917153525566451151124991555154001136228424689094872161616845
224,6455,4184657131128461405564389114147252025119260346121220499678635543
225,89,4641641785673325414848701199615146628284629013098650158644159285
226,439,3441759813083244565250312366336604516523421226651554673402362857
227,42754,1338906565621924323503418515285313243043460318210333195521659283
228,5080,8620729430323265733816455122641543812951688335441564663555336563
229,839,3430921599602210882585200992343464725776580543458892418810685623
230,508,8005155725385650745861922148725755324574086318121486813729066216
231,1933,9155410797369736166502127408524164425163348219685375427393355137
232,1,2211451335631283526133900611234766402514451336328844044516283145
233,1,3145422232205234797412171523275651098616440436278322081328235294
234,161,6475022154446923421328037185104872142248039238249361533655133692
235,28357,6825538888611118526120382256656605271863455240528956513630324402
236,5570,3322311952310823636331402686217137838322346221539822166454026763
237,2077,8179256699577172216454480921530217149772697112819371039014468573
238,3038,7452143256262831648409465175550831762118813621425457759526120956
239,36055,5445108235513533367144343106496355382465276221825051482227482332
240,3166,8146261073128243632823164255124145441134730654906103042513840551
241,7,0675695444123614834948643448153603751753426336836341621528449956
242,4,8358560235220291429982267898418485854944233936113801365571663545
243,1,6867732147631696387336368612640942131643451246471109055924522842
