,TOTAL_SALES,code
79,249,4627954554624653713219324110424736426063324922088872511959225922
80,606,6725251102051047151153868644332111634812544083521665122674142095
81,4,2055036022846503578181655095321555781711504641453444531551128857
82,651,2653468410384486626925955272149135702733445747592446710121641693
83,2453,3215975946920626341427154361811568354210462446445237453134684763
84,1503,2348371066613744787043633759684842372093516318115877662564725595
85,299,9693232031538060342453563111552425011545315536035461073217723769
86,93,2330521311361365553334171081096262686133330124737447696472917392
87,1053,5541457026655530399242931221135451424880869933925060276545638815
88,4879,2452516334227393400020133229991397791825324663866901613114785111
89,1014,0119938138263905851922133516044533307751875510168278400835155129
90,10572,6979511322243651254124671222286086542699249343935569766616906370
91,5758,3013689518203558521096541966801569269637272681274145234361312074
92,1058,4163415618561641424833244533315205296162845122573137862961786358
93,9,0678773439331829131165591326652340461625504568696641431734982962
94,228,5861977455632543921103624492715643907425671201245611156154440286
95,2,7343507656241923618213321627150661413544066231371364043631592266
96,3,6414605420561528136666236823959275152254573411653295936565621394
97,2,1142216342862874995661100738536164605022568351698346252542617472
98,1,5579372655443627631162445832539813806442045661214348195650132214
99,1,6566422165471112794524548111421836732583377616141425212929645532
100,687,6951902657338879764884124310338961616165250205587153591236382666
101,489,2265276126914821326494642650426279923018226918494253591285922425
102,1041,7792802265365669254055761166734872167564152425187353395353226810
103,332,2966388237132622534649023850565661742586636820903271862937457254
104,385,1108541421521554126822751163542352340993284686152631321319542515
105,282,2122542610159635834286608115540494560311941231834312569260106623
106,1,9551505356266265510644975629762833534938303613117559189757478243
107,4,2298624531036521335233645258924112953061129392563856348524087608
108,3,1542022499116824667623691522890516196562704504010267540414593427
109,5,5522226541362905253558645262380812301336895456556721681360142429
110,1485,5235043312974636582403371336765693171132579451641671355234308668
111,12481,2741436947641955844526159943351366922033325974463368635644326406
112,762,1424682446171921593736176122955655121539659795442164791179326136
113,3100,4173446366466227843109454047980163594569304504536156345301762182
114,467,8122619520648645902481366726524495429016413031446285954156170304
115,1905,3140069653619688332150424135366268321029354814132942451144713256
116,1243,2388555321641484616158754443058521222734438420501156105713565197
117,131,4841304739444492826180476264581662584426224232917340856261916166
118,1282,4632856118151809945085465061525295357612656299669817513425507211
119,49,1186271516135701056166353611150229312941862210584511022201656888
120,2,5768472669812024424454401232272342290196222460362068322254853666
121,8,1246521431554443121561281664525575213935522141532742041325275294
122,721,3605317773665244530575184118425951654469870210164244314353846203
123,143,3121636104664161454165757623028225243431762446813778153401465563
124,178,7351978125323493223841125592933633473026456143991659815909842636
125,1011,6815763143361555781455307134143164525435335632404545313291435343
126,971,2752015719751536328566516034555645262213854164555033465954164163
127,35,2786452422234245228883604823815079261361273513126361264668613619
128,658,9227162363342152391231133611235921198402921213964499356423435763
129,602,2053012445324444373370233451555905742226509163616503423651625186
130,453,4168111292112136340833719377544930320326406259314610384014360355
131,629,1200269931851022842374900153135557556633427184433223311213426445
132,9,1535269470675761651600655344416379414948737887633451711261432526
133,1569,2691612012328686065062451318546212211344311221916136116644964037
134,785,1355262855442324416573386732880486550355662612129740614253323368
135,138,5751533526652663061162248032442410644064516575264056261685531723
136,391,1205628610366634870332576472328211051104155804646356165804536645
137,820,5612444794249292066004202133367026671151213924131130682904174916
138,8506,9253694785512462402533261039566050106124706252361001321184264669
139,1,0146466252682766667618324019161164221963557718461536387115533114
140,36,1018332223655442415011662437253372522237244169061955032161522162
141,2,4407156461436131334243361544324463509883554835083826515393252891
142,2,0506932625641262118115685107466157825115512584655214742457708848
143,1,6944343534144333452147152279917622076491648229213216452650528781
144,3,7100213032294404471249652175404554999614167533417652765340326650
145,10,5038338262136898124642123100329394964611424422544711651654256044
146,464,4160719357732152336669355251496611543149937825484934665594455556
147,1744,3226259322884251554642401316038523477115531435248515022116365533
148,858,6324195642842135335656428800014032595180123341354260387565283053
149,14,2336784333422594821442489369440955011372533556422521427581936321
150,325,0964009446698944325325020708331801497563249147931017297642116423
151,1,4187939587122313253311430956971555401316946406587792480416011613
152,4,4411269946372262709625992435718861236532441946172503581038465135
153,1,7114462686661233946244637203313531070695872821366586532266856543
154,3,5909425631423621983458445125035304554653458165021141154556336731
155,1,4291146236120791154631850596523221449265575456016332484371220576
156,533,9670716447162457346591292333485635475151403263365755233768124944
157,1,2463426566018316821196491343263274526229116648333405048929206896
158,469,8860716220315163645376610806742422170930139462540615468156234153
159,1760,6656724145923625182846684914516183563375485537953188368691674113
160,93,3956268223022212459140616052982966273110149562491302417028465644
161,4,2426412389049368395438591967692140961501133215433970317682225948
162,338,4003051545438785529391759133141621543603154252394559169868546693
163,1,4284397929146801039413636653994202524445261058877094055851552971
164,16,2663714547749504635569263434859653115564250326405796412943324241
165,4,1686615456426516146107582812522162446176656222654019460616441954
166,1,3168652469014253297335679650262827450634454822415348412210164039
167,1633,1225649267252182674507414676691296186816742237699336656825341304
168,320,5679528277118349115200111061450021901679057183466496146725347266
169,672,0344622029367605243857526424044345209375666610311165356528357152
170,46,9345135753692114633325605425035111514192486542331440862667263503
171,1332,3496166161464429346282380899414643225690144865122961101578653324
172,791,4413566823256101152463929503834232216831565264102759436700015485
173,3702,1413189003428533469163436568341045316343443406354506183728150184
174,516,9135990510368362361521253265744124222822517620016340177530753346
175,684,5513029648821368625455594542354224650182542818807630503039555454
176,11,2653157058617915539846175247581473202111638181972091635409386911
177,6,1314395559467450953544512469094344621335365320531292542779747937
178,7,9313555913529376861045518283466392353547374953529341061564984520
179,1,6446838453433045541817621035954496685251541589639363226683484315
180,405,5453863944574146165657213361347265321291493017028625158789875861
181,1719,1325301548047322739683441005552251417320658113951238018028451021
182,1630,1796483242485413453555505101083852552136393306316233236544031689
183,15694,7161323766163853630351464876968472223395822622265138514939426134
184,309,4443031668386855936935463396298101573436812925853912440293935703
185,472,6575368564123554455041482746382251427559431451564491654634403505
186,547,4059953323692216545930143444186113161766488282444738573341437261
187,2,0522962900635438013649426022352374589844508622209831895434432232
188,1080,3494802422173840055177153522836983500316727393342724614059328557
189,394,2598410068654163910636554211649301230714034564374153566485767168
190,507,9402029956265538941152863666626064238640501883710773574651341760
191,383,2629554240070763582457433326223288225846706556603322768021213984
192,180,2089244154161122736214764651121133611034428521168304912195486373
193,465,2558741264415978407346931452365475243266030406139153965243217926
194,350,5262033206103016651294516215230812045395447165606271386242742512
195,639,6341512052821216961117121855550092359585044526912245441646565418
196,3,3525428234328665535845513053628136821282229566647422462349397666
197,1283,3449611124668281508939466411522688345226343716661248813564234634
198,1672,2248280686335221766435691398603951546345366114551518644867738413
199,559,2231355490133914187240225782060345041301330746763464856774331952
200,3276,9004343150091251122544444555387184435459210482184478131591865401
201,615,7532329101944813132424406957985117150484212343268558623686246564
202,889,1960593263479591416228823437129946199502291167359534451568342106
203,57,7815148931119827305796362696407498655816288646866454869365551448
204,11,7003357550514637775896131456892512287483495910394288656863255712
205,1,6125051824145837655434910589836658727953264820964233345436456260
206,1,4318632496612202634446810184462436395019943250544123835025066455
