,TOTAL_SALES,code
149,1539,6454396903562232211446025357282060568360235630282219796252541320
150,38,2483126541991435251258945756655372636415234131660434046035493885
151,492,1984519814719971256624011863174213219234624032247343412021329358
152,1,2343666444254767817611932727136034422364256669111743286075639991
153,27,6502463816551361192481969293067064514893023141223656273133714954
154,3,9081628632164686562241685588035193958512141652146445870511249611
155,1,3178954818925332196404570422457613463004333614362186766637063456
156,15,2207575136252523040745521666002241625431519102026322391356129502
157,1,9943596540312125935458140356442865688403266118455217685124160651
158,71,5131461206548217345668433327822109133350433461820016278139402887
159,42,5333049829851684527669774545580458376512289226455494453051140253
160,40,8619102046440164813352654706783153228754021673683325533546735763
161,1,5421073540213341564015571663854441513548814335601696433496640838
162,1,6367544561684643153333615647312520634735426161341069002321364424
163,1,1253891162955754095240451157425635032034610245115444747930295724
164,1,1531272266291288516721224621850793252256343119210374271166525136
165,539,6346632811295220332361661911116815661181034626421196104866202098
166,3342,1584316516094931554371463355652166144264884114464393422115506383
167,616,7332334395559193982617761561942635929515268728710771956316543457
168,3089,5430862893066134926172194721156459762259984628187327105646154390
169,764,5841215537381933053771604163723312752121104753031054305661196675
170,1017,1142603464964258660359128486681368121120453747325646640129295609
171,3709,0824630531330266608092315368522618277356651015487243866354415715
172,3,8036596054226214495513116752434445136432266554414214310317455371
173,862,6334441042142495417251796522812176457524502756449719332285203041
174,58,3642478521436954150130513880448193854796351160401246554314135953
175,404,8463651497392329162316111629346324221418380155749212643041549331
176,3082,3231143129528014894611344349362333183531227216111517876496318455
177,269,5720515549263343158125053166339416625728268024523457215977080180
178,4126,6401159851413955056596413911601323136323377032856512642954494301
179,2438,8135532511426567421243036315129229031342555582223665389523310642
180,4,1613464232818605540278230574339027144815962515857433301398624621
181,13,3285236046187936623215630704394936234515560144190465585625861744
182,359,2726251092292341516060749807151126510113636555325113084563625244
183,2093,8550036487043453496486239561122423846449453542720567215571785340
184,15,4168418611911113141794506903584820583813111315440552659156704210
185,11,4604215604470486303806757515851560952915023214913948747322926142
186,122,6182831915068517698094463523669811316567459263358386032366556614
187,7,8135784558903358571142704391256482650046118113312931145843920538
188,12,9186908547233213214129161662571184311511315413525667316439254164
189,7,0162373592995366983538928687693218156367194876734733785733423655
190,1,1945196383211308525705762349614944136012538555139564565455128144
191,1,5932555405296139544261474262252510917221738466361152195436979431
192,2,6406916185453795566312642186286044722467316355716479727496535156
193,1,9465916514242593885590406638613703168720687206211492943460399825
194,552,0569966195675767216858316743721242661010485218449981612461212669
195,11,5224467614212992631346600067665916725435051816813353132254473325
196,5,1615642694814175787636117136557389115212765197739441529454836217
197,254,7410126237320445540542736851173320562852424755663550637320462351
198,18554,2654329461836246552429230649472743154243885931256426934984258572
199,8686,2301279782616878616842130162501357068615967665124646461458042433
200,3278,2966203970211136224781845648468687983565818499670932955605566687
201,10,3372833357683132108024337578926867569434340134686162121146265197
202,756,0442181533436744846426124581132313909182436955274787142865035162
203,7,1915623565711058623551229103926716550237327103613102323858386664
204,628,1206687561179116281614198051311132269902055606636412948507256252
205,31,9053617530464701221308651681457641126882743360446936422643499531
206,286,3144132825574093458213334585474642163975158402612369241412492061
207,84,6950557344109440354408367969826663544497130864225045337961853224
208,7,5555745687406430442945322121502425344444418969223271513458377724
209,582,4046259142126412736502312596712866953354109833561443171646313144
210,143,4252834616519141948305484126561839532130031513666456381044383354
211,3,3417937448125208438842958465132163411604011303147839428651511683
212,8,7923617412684376372350915574964221626662122608437412285341253233
213,2,2509351311325674335522238537528042535770986123659910604102323325
214,1,4213064152047563346422521615516315327167957929031184645357215504
215,2179,4081670121921550814048192152656142073224974242516624738746264050
216,1974,2373382305437867363316644166659128255265492025674236615244155955
217,79,2593070414926513521811861355247935762423474269431796303667541382
218,5076,0156922663333254566250439327441983669468543343623344021293113622
219,479,4564839249285743872425751052754638983552181621521389325520835965
220,3184,1333882306936188328601123754614344794630595144331913339269267453
221,854,3251025233197854850135136912216200410573515531185950181394318141
222,315,1623167676437071622913454504295271395262223678629962322520242639
223,2085,4337555411411295577175616028225523545106842883683143253806269584
224,2,1285235497818632033687203258613802203753565061257684296819558336
225,283,3224403662152514418895717511805351675064615062138390372150715086
226,17,5136545695543592430501341938022155306651243329240867663311135448
227,30,1633571656514573981332233595699375959559511433137446664421196625
228,1,6331285134363184621746142133622542815463967831631885114564209469
229,1644,5082280551855652191125978636788255365443069583035465154136126995
230,207,5391317496431127655897672900548630530251007230888500746234449643
231,265,4502497646961369524690377565143096702221840525615345503582630201
232,86,4465930952465853192953907024116454946497454028433129338895693543
233,413,3686422555224743333103565552531542550157619876719356825316178375
234,650,3423476733665215383918118355195471483565012628563974372719311043
235,5,6139234065340764631811203751306440103073416603124825846502183013
236,285,1555575211223322727630733569783345319165505674439590384631563977
237,873,5434135500654242485263863735866647151045205395103257417232032636
238,27,0354649601881991833235063426493559512448390443963210554253531227
239,454,2207941646852385656811453366640168142102611162415929782630212286
240,1,7100819937614251972089152273680318546281155106651128438326076251
241,3,3362441369153325433722248598367121684527393512245221232446269612
242,1,5143768356653130116533744622063346594718384253182259140450649529
243,4,6167682214473741642579620478310470485412234152758435441227712525
244,1,9281287319556660770156036527456110232544605729276727668932135205
245,2,4564986120152952404632555028250444853716535623736202750121254413
246,1,3643235688264755542131092656938252232054024543107734431318854753
247,4,2564525633451768507032249205894233340096221635796481142700272353
248,2412,5524283396074078431156865130633662687540668308752958834453141610
249,595,8468485431541255252586457313014563328352121464836676162438113569
250,204,6166031714902143966556378323553151108480942671335612775111769131
251,1152,5121305549361446131341393606465864556545111535174044380435959063
252,5038,4421131519521331186864360999663559973717789591922219532276778451
253,1,9583266367402123515592373454110485294911848538125462948471115691
254,899,5353431881068692641565115638356538972235045863682175970321146034
255,1126,0442020550267625045193622314632147417663212471076524302331215154
256,1478,5222226534709412525406942815655745271681121241519452361626286151
257,2,4866512433141165637464236305359710337930631736286455632574045795
258,6,5502215637544269106723391225342623806244183754912561213674408128
259,1,4223442115233196190193434634506216093022564832163815526391255874
260,664,4551445696790413346180662990942301430160432346322392331462822456
261,8,7562126453051935150144201328274333537361315012431135354036724162
262,174,2501491981885245091241691152826036543951573796845331828597086243
263,6,4545739052481267433484563596771474859441906221200250457205254178
264,3,8675038355845149670415883125666381976623662812345090202812245542
265,172,3315735354513305483638862658141568124721531127173803214251126376
266,383,8224151556352963756590331167261719635603445652323934254086453542
267,6,3301644562109243868567967404661476812551171329632630337062207166
268,1,9257063601255324259596024050203075016114053758191103565043764196
269,8,1160469132659403661500564294362265214391748216410164103514122380
270,3,1821425767644892014198395139873434952743556502626412169277532360
271,3,3223615641514626612565113517356157136566401526741636497985262374
272,1,1273735462364456356484252531341296324872175649825576228953584007
273,3,0312546592483696243169664616564565334508622366132226945118841279
274,2,2898253811232747603257322396117463359927369426325521269023953834
275,138,2315510223382729269052232319215603183980198607447283551224942457
276,411,5282596556898163361564533246556646554731433371065607857374821953
277,3202,9528134628521548643131412953906557411202524510405815236576800653
278,1390,7485066440646096498865635422443202052475514956966924541457006138
279,5,2631160340220358169483667511952426112554444741405125923013464540
280,1176,4654082127625213659539236669492063437061569495440315148569152110
281,822,7183979745146168530432496269625111071139644641105022513311624853
282,1101,3956226356340686343552232607642164131211269684153051204451441935
283,25,0073540411597225360931374714462636802354443039614292123931139315
284,282,4443554353152745745623345672109033912357147219645665653563205466
285,1441,2223166306240572376971529633757894657421587133552567325582615606
286,543,3223564654497454165186013474011996558492094863606576140669964655
287,6067,9945714686475754307655134196294156144441255568322140123751867451
288,345,7866526856674763553980680553212154958948718232415683405897967440
289,318,4462415429866140023234744134787543396222615361421568552126096661
290,1004,6165653299776828535132913724438060045162199330240449955166515137
291,16,9826640351204116111480212560244422463454699617437437876340824389
292,3,6163430177143655765576825673334795614321685164368215317535613367
293,1,4766218007215491823445451155825583487662713581303864696626618906
294,6,2282816613695159327447419216536205257358324373726585211360662391
295,5,1456444163728155238642332356535351588067649940156406161679174377
296,111,4373136024188743556322136938613563786456028485953469451535961734
297,4,1736153926904410501761370086526264136655823402442435279935273635
298,3,6120734814452426824501681484646686846857295621360262533322403144
299,17,1536373284968337243046162131915433450239454081903627401621127035
300,4,4450162503074525615366939357835525305382146316205308671207642857
301,3,7494453417672560224691816018185394394454399111521366369482393452
302,1,6447661192311571741165889839655762113826490048479163246383720456
303,2522,3362313550853394321584464115430432511318366326352197472439404510
304,579,6104111951077648694186110423605911436734326799825114260540033656
305,271,5335415830234268264232523856554346337102862243953413194324163265
306,750,3115330533264011643857533334293081333861596419642524345216169671
307,178,6603339521910162092434242965451248053366532426991398757321579562
308,932,6527241442114293369252127756114379624053251616692234563695939616
309,279,4966744422438386024246547627029231174538235602273241408865321148
310,2717,2673234233079454436281213275856881624872335175787793655382313988
311,7,4325452205149671517672533554748931649564504186523331863011502462
312,7,5785608490318343728990224146732715152627670731582571573586783334
313,2,6222608335393376493352332305376754529647536495971444171333011543
314,123,3596682414804340617293555473314802989335366674446408474264124256
315,324,6913197518751357698403573114417057576516236523256336215146122665
316,2095,1445335090433224616437039233439889972204711164682745316218987487
317,559,0043447917249622701963921306261775717316463483353546096289424972
318,1566,4315925683443446614632576942344513224415035530445120506258286565
319,464,4202560684551231786547931861036264373136934185230425334196270808
320,160,2711776835480613549659337934915804402267424950784521361221211352
321,20,5023122462773146950369867829850621474582903575649454826381021383
322,315,5161803833111331234441166521963744095224066412393644439883242379
323,13,2599954033036226460315627475163386053026351986281561552546536472
324,2,3344220453343530316318262583561512999014167363086185162702273308
325,14,6637466866061236624219569591325625611313279445622423451495632758
326,1,4065444691405126941041956434054331374273359645515123716531831541
327,15,3676364216357373134154265712538045157716165347213912112254103343
328,15,7234061171363625573913881153723765674236049645319623436272183873
329,3,6336573910570134938910145992462415649049102155223324625074942166
330,1268,6165363536352568513014466632132106414226455526227578466681637244
331,15,6478064626676542111235135617716987616057664347660197996255476201
332,23,2358005512156424999668373574302138151783304553035103486543115944
333,166,1533522961137065304224395362201588645664799524272188225018648312
334,2286,2637363692447372822162083340184926031136418081281615446325465655
335,1506,1503445822222486245601719210617355642568274421613342419215556288
336,1249,1763438574875741179492873502824641379423324445249432562441425455
337,6,3534435048653136664202368647092734296525935429846576212463632656
338,2485,6224163362192073074145752432259031245803166293266180225264275382
339,674,3345722769660235230165514252265125235992461308151824686199931632
340,11,9396492525385249224142468793591214744393661546174946028162166846
341,3,1509044506194035043133383352736282311267167603436567314054515622
342,2,6211151693626461316414166429346523707636259065489553573312598871
343,30,1393534250256681812596650697771125849273125448351491866258052216
344,399,4436310675530451221332630094441650251467645242241276608319440753
345,10,1458830444351885799386694758235145268864494156154602962813350842
346,5,5466013190044616279738495323706532886095230624522520564762172064
347,15,4379528160523449353106423280408210658118644528561315916354745416
348,14,0456334521314787166591952402444367605330190611160554883314524341
349,1,7739946416141555990976438543825901979082586641665211433385221428
350,1,9566102567499674040765362941844243662192625305957660204111214392
351,1,1318146168316258954367366076418527082357332119864326646111113272
352,1572,5625655003125453195158595444423131696624213632626443612041503111
353,179,6005855241144524185430230310386116429346620757246536681695961753
354,327,6695323146968539350795566769616315355842333994813498117110395841
355,3,6022372173409152312375834266630365235465335542442452233024529945
356,48,8785071260502126669532543313544238338104685262669951515264450456
357,128,1892148232474954483622945744612832022156240635260145581194596056
358,4825,1503173624441014850411346415652521994519562155952584213122464031
359,1624,1257196341193285564510000892111170345649935664505636793743176531
360,1110,5579163666733273583665155625954944966467141199138235291515654591
361,131,9786544815527313801161845155319553332121018650491220075817001516
362,1,5552233014352815737429291331993535025679129285216652669055316965
363,451,5512523316147342162912612800281634208109645137032327293859425372
364,1183,3510425472010632093046142046544669337492817461416425656368166341
365,8,2522136813927156954105541345844556419771341201341173555244472203
366,535,8716669834632541831511646385548164496864255248163413355394339448
367,191,6633111456903145231262524432332844154735766535615968879923510436
368,25,4378381248650431475436191205399765843461426214572559677922241249
369,3,4162381316034104499262313810944126654495216242861582475431642329
370,47,6456345804144144061372535415493585513604520700624006518255654604
371,1,6679560230260225042425366661602605335334879980336411855421128820
372,1,6278846962952133422454528583885562133513320103607466843633421735
373,1,6488477684430309175612183681463365759339139648472321253115659255
374,1,3144601865506501412171656194266987383321453687352355952565408543
375,1,9281313281510431526403675611315917335522346245535414342454350424
376,247,7083233541543295401423831360413126514124412615066537346432592766
377,1974,5656376650567474390518221486021633517826212443533125522686511632
378,102,7765363531239553416797523693831415261516504403224387106571431637
379,1412,1752943462429170617624239918593335538215621643646323935295326514
380,166,4210493125136333396817094664516484136365066550422260347040474348
381,199,5757141121428765911218342439746068128015381147826278423491545467
382,176,5157859181411371364521294635103826830624380548845776255244629658
383,3,4541183241257123190787468123674314447856467741425112059029236529
384,1435,4617656151911669768486154274624436558249254333195344638204125136
385,19,3124363424516297957388162433354762571476052629213230594671338623
386,727,6664007525099519481143525845071877606693230362651569216923510725
387,5,6557962139429661142147893588142489309216204110424570107668863436
388,1,2764663358434128900210446480687122410021523578666372610678679405
389,17,4634423410755133528712603246802345345380327657162604166042192253
390,5,4516514366423090173115237347265943269528651254654730573509766325
391,3453,1427184470061619921841752468047132420356552544061311675349993445
392,1,4633432215883963925863852530728066213156482635268245395134553421
393,1,9478612719334441156256140751255972612359435125068227270447126693
394,2,6276572452701622204022763425184249444275349921865423308774631762
395,2,6565304463412031640238834414281783250833631341496738126241488403
396,2,2423653545483542911362410015693436216124272186322121333055934877
397,1,3104630417523603952541244523623819190390102838352164129052867803
398,2,8326893292670585202526321002422114001623622499141399115761674146
399,6829,6910245638572015127225734735334627094693611482096968171045152556
400,361,2663611543642316289231829568358422425525090155114141777533102996
401,519,3118180560575551734204168551329451651043451687560111362435624480
402,6,4623618853882344207215124146071342596211607563218453965427578643
403,29,7532261138334874809906255245484872665467227946953679660567223233
404,575,8068089068033664244270442740253149539695521523734544154415735994
405,1069,1548343757960265137416506198675530322522122177045613226638908446
406,3173,1849365631444828649639282665259357433624197273555043545363465363
407,4,5593683511931326048972554380427079524341615516436382124332584339
408,615,9035822260424754276453464880769153826422574335143331345612723875
409,171,4314350856341214516220022331113955915251317810329160117843943948
410,940,6342203785140631643860121831353628651110307035450256589115575538
411,317,1343972664184458140001353429967954431263095503453852747237718659
412,819,6111611532132367570056141429458520644523189644468486636248624631
413,1684,3676620914570654614157252788115117593420480107714216651572541545
414,240,1950911233656711190273318631210690925124056261536431233610575419
415,547,3129299335565130547816853609162756744631811671849479187412254252
416,9,5564353961834411258142376932662583832090038681662144535945301313
417,1,3601660585146964951863249089095523352565115516499366245183668353
418,4,4124432524823025142955365405436464337430214137514128652615559764
419,21,4539366239972975684132714462657415895356441533882316460589543154
420,2,4545743313259149564665245952525734634712374669868663755467101183
421,2,5963454676386531987312506309626346241529856542827993311522233212
422,7,3516411910547234388171141623195294523585710342085333241912195439
423,1,6714631444121632511714466298481208216559246328571143704324933533
424,3,5264909222635441464612117987144901505063623165142818512909324436
425,230,5580339765425477051953952815843894193512445587256519745143213456
426,326,4135245764342856372064245839155221859753404140642561690353241149
427,4311,3522003392631382468259153331538492511029335800941675310140520805
428,9,2238743857623712418684623044276940431256125710656199664752230158
429,870,2641290594254458333329324786463431626265973242437374216642326123
430,418,6322916169357363326271360896696266924197448154563424534957981676
431,764,9062361464535621358618522451466952643254235413005771465658264116
432,862,1150516227664904236271869746781241523341862636266814596665510543
433,984,8145236636622988347544666683626423412461263592741242161292142658
434,4158,7311557232831314334626054566256219182452824363725317543326492291
435,1829,3326486404901051165252844336521636500343776396686374896295280373
436,507,6035029087658256345598430135659522523364521402557054385143317113
437,848,8615165513299543032742311114628252610995053234146428459421135163
438,27,4631665551130316135240739348365131546755691218043964636527770647
439,37,3942412823572232523665750902026443581416634386282440833423396886
440,248,3153364223973935738216326752663965425311557734313825936514450032
441,171,7116931332415269488427160036656240722298442373820812254728969582
442,2,3685763469933385250121893266616132346341761497761125773051632724
443,30,4652538155124488475606746598461324675961243158606255654153656216
444,7,3927842697561436076833414298176915370740417332161627909164239705
445,3,5498620455505844932557491153367221243644092575545556364202446676
446,3,1165119142218556682461463668955354017241611161153532006461640771
447,1,2485645719436386304345103423051727142451274485416352243551862655
448,4551,6865937290355868328605417453095430412506061431436466346772882462
449,2905,4333666980461217535372684045469258343961114659125277346811463321
450,587,9312045394163744942799125015226135061301643353840585554652260842
451,9,2855133349114449157406366118337382444737052712984599055448733324
452,1334,2301233456182575540192639662318205835466510631683010114233969324
453,2682,9652659942566960802697503354248431214444341434236636709599466451
454,614,3233937762925280083085526258633694681228121149691150645682255250
455,451,6446355486133436133521512863785981574026007073612630518543865225
456,173,9964434114618729641589366356245100985457416721562273072990162631
457,4386,9621314686715735105022415556402273476251585153193641827850280417
458,191,4325793319521104239245389593641127069504632151314364307204421617
459,353,1243551304372944247307333805551633754111734322622824541369635156
460,1472,8161324631529533667331822473963312972234628363002537476413256198
461,1,5251661414856325779760598324993445460885144173527565264215322170
462,1,9926223197183223925543294509571365860826621965340472415066817596
463,3,8510611843042266718572454323321284206316420852141140749466653836
464,2,2354147996962461543528615412444152501858339643625346336835183354
465,12,1851445322211452763625962723081228163533148800125340166732529287
466,2833,3652213660321615928302513719614339454745561482244597350366726504
467,5,2960495072054642753652141212419737215599901322343014526334070657
468,6,8522356152047311146419446356664133571826247843414795045313030918
469,1,9376649828616166025909344541446772647535638142484616237440459419
470,1,9031494186423735328302277561414517608401641607225676376118002803
471,1,4526346916662273785810055964374426456503559654252238364661502054
472,1,8617513540989792936691824733995245435452623403044396036358582145
473,1,2276250053351506464463922626465622361643638387614364351417147444
474,1,6525563645536845735704666726362830474619637410765412354284555341
475,1,1287943954981224851117113031531214536156558865026235141265388546
476,1790,4572618562512166546273325474662991569413606633858155503532384054
477,3055,2668459659228663690632522542197744424632144953898162608372192242
478,2129,3739166970462451155303510683118206134448941387673115327475885756
479,305,8114058146555232127232352146141001841531501864455942879312759056
480,256,1723556542457123643243516633006542262555454527075133162719854431
481,2,5861311693139157242556591682368467759044439021931823100614434232
482,24,4199158174337155401566168367551282309600675954221266328661421734
483,2,1981592121233516957331348462626252365195115260656823465310226752
484,714,1390487232623474525313433294683593814168413615786569255638616552
485,120,9052579707345716110241071335286661306261653285832352616125376539
486,632,6465385685422235143434256775381675427494482841715282336356228623
487,1,9767862055142249365576465954122855231574535588403733485618062980
488,1,0243846405581532018924575835434261811762428153992552315741210520
489,38,6582948545562762384252424661156116081339441244469152433555095524
490,147,7666428725354263456162608430272351297419225172922253275975583131
491,1,7185335303068591535265449183447328763363895372602258211475863936
492,1,2618110662512351817627327508924344444923121375321123256144603827
493,1,6381240025622625436829833515115164555336516541876185133483795361
494,1,5741889465497835035912187332162103956421414951891644819152968421
